population,homicides,years_since_rtcc,is_rtcc,treated,region_Midwest,region_Northeast,region_South,region_West
0.03596153846153847,-0.021346153846153845,0.01134615384615384,0.0,0.0,0.029999999999999975,0.003461538461538437,0.00961538461538461,0.0009615384615384624
0.03115384615384614,0.03865384615384612,0.006923076923076921,0.0,0.0,-0.008653846153846149,0.0019230769230769013,0.0,0.0
-0.0746153846153846,0.11673076923076922,0.007307692307692284,-0.00038461538461538494,0.0,0.037499999999999985,0.0013461538461538303,-0.010384615384615383,-0.007500000000000001
-0.21038461538461542,-0.4263461538461539,0.007115384615384613,-0.0011538461538461544,0.0,-0.29711538461538445,-0.0038461538461538663,0.0,0.0017307692307692323
0.05019230769230765,0.0301923076923077,0.009999999999999981,-0.0009615384615384624,0.0,-0.02173076923076924,0.002884615384615368,-0.000576923076923071,0.0
-0.2476923076923076,-0.28903846153846147,0.0034615384615384413,-0.009038461538461539,0.0,-0.306153846153846,0.0003846153846153572,-0.08480769230769228,0.0028846153846153804
-0.0348076923076923,-0.014038461538461552,0.010961538461538457,0.0,0.0,0.09576923076923075,0.0028846153846153614,0.009230769230769216,0.0
0.015769230769230765,0.020000000000000004,0.009999999999999988,0.0,0.0,0.018461538461538446,0.005769230769230749,0.0,0.0
0.044230769230769226,-0.032884615384615394,0.013846153846153843,0.0,0.0,0.03173076923076922,0.001730769230769209,0.009038461538461523,0.0023076923076923096
0.010384615384615381,0.027692307692307697,0.011346153846153836,0.0,0.0,0.015384615384615373,0.005192307692307669,0.0,0.0
0.024423076923076915,-0.0023076923076922927,0.01057692307692306,0.0,0.0,0.026538461538461528,0.0017307692307692174,0.009038461538461523,0.0
0.06865384615384611,0.009423076923076902,0.009807692307692295,-0.0007692307692307699,0.0,-0.020192307692307673,0.0030769230769230496,0.0,0.0
0.0171153846153846,0.006923076923076931,0.011923076923076906,0.0,0.0,0.031923076923076915,0.002499999999999981,0.0,-0.0003846153846153807
0.01423076923076922,0.025576923076923077,0.009999999999999988,0.0,0.0,0.015192307692307687,0.004999999999999983,0.0,0.0
0.001538461538461542,0.029038461538461534,0.009423076923076899,0.0,0.0,0.03230769230769227,0.0009615384615384496,-0.00038461538461538494,-0.0028846153846153787
0.01134615384615383,0.02673076923076923,0.010192307692307678,0.0,0.0,0.01653846153846153,0.004807692307692295,0.0,0.00038461538461538494
0.0005769230769230774,0.026346153846153852,0.010384615384615364,0.0,0.0,0.019807692307692307,0.0026923076923076753,0.01019230769230768,0.0
-0.07961538461538463,0.021346153846153845,0.0096153846153846,-0.0007692307692307699,0.0,0.10692307692307687,0.011153846153846129,0.0,0.0013461538461538452
0.010384615384615372,0.026923076923076925,0.009999999999999985,0.0,0.0,0.018076923076923067,0.0046153846153845985,0.0,0.0
-0.06192307692307693,0.0005769230769230668,0.011346153846153832,0.0,0.0,0.11826923076923072,0.002499999999999979,0.0,-0.0007692307692307635
0.034230769230769224,-0.024807692307692315,0.013846153846153841,0.0,0.0,0.03173076923076923,0.001730769230769213,0.010961538461538446,0.0023076923076923096
0.023461538461538447,-0.010961538461538455,0.010384615384615383,0.0,0.0,0.04,0.0023076923076922884,0.00365384615384614,0.0011538461538461548
0.01269230769230768,0.019999999999999997,0.010576923076923058,0.0,0.0,0.02576923076923077,0.004230769230769213,0.0,-0.0032692307692307656
