ori9,agency_name,year,clearance_rate,treated,cate,rtcc_city,population
CT0006400,hartford,1962,0.0,0,1.8207561330733486,Hartford,159625
IN0490000,marion,1962,0.0,0,1.4749401837012661,,183622
IL0490000,lake,1962,0.0,0,-0.9651906809306743,,104395
OK0720500,tulsa,1962,0.0,0,-1.050453079834602,,286079
IL0160000,cook,1962,0.0,0,8.83242838917405,,159880
OH0770100,akron,1962,0.0,0,-0.639874048895224,,291927
OR0260000,multnomah,1962,0.0,0,-0.410417695729457,,154826
IL1010400,rockford,1962,0.0,0,0.33179194638786697,,127935
MI8234300,dearborn,1962,0.0,0,0.39441798461094985,,114589
CA0420000,santa barbara,1962,0.0,0,0.31345360234554753,,104180
OH0760000,stark,1962,0.0,0,2.8525451881114416,,162581
SC0230000,greenville,1962,0.0,0,0.351779464252531,,140883
MI6316300,oakland,1962,0.0,0,0.9079957853882349,,185896
OH0780000,trumbull,1962,0.0,0,0.8379030675834491,,107454
OH0770000,summit,1962,0.0,0,-0.23522529811791737,,117974
IN0710200,south bend,1962,0.0,0,0.3405465994266544,,131658
CA0300000,orange,1962,0.0,0,0.2814723175086954,,115775
PA0250200,erie,1962,0.0,0,0.2703578077010694,,137761
MI8218200,wayne,1962,0.0,0,0.3173937747835524,,196345
FL0530000,polk,1962,0.0,0,-1.4994522962099328,,101021
FL0521400,st petersburg,1962,0.0,0,0.2799060480693534,,201573
CA0330000,riverside,1962,0.0,0,0.4214939132903326,,172775
AZ0100300,tucson,1962,0.0,0,-0.7727204699589616,,231090
OH0570200,dayton,1962,0.0,0,-0.860069315545256,,264808
TX1880100,amarillo,1963,0.0,0,-1.41413135146347,,154194
CA0430000,santa clara,1963,0.0,0,0.9142171976844425,,200408
FL0521400,st petersburg,1963,0.0,0,0.8275088133894897,,204575
NJ0200400,elizabeth,1963,0.0,0,-0.17340848829865224,,105757
AZ0100300,tucson,1963,0.0,0,-1.7828268307070123,,253726
SC0230000,greenville,1963,0.0,0,0.2518731918222753,,143065
TN0470100,knoxville,1963,0.0,0,-0.7537866066666203,,148298
FL0160200,jacksonville,1963,0.0,0,-0.1410990648610555,,206338
MI2539800,flint,1963,0.0,0,0.14548763399669679,,200855
CT0015100,waterbury,1963,0.0,0,0.03289584009944676,,112769
GA1060100,columbus,1963,0.0,0,-0.15218066590667875,,118764
IL0160000,cook county,1963,0.0,0,-0.08281197172144349,,120263
IN0820100,evansville,1963,0.0,0,0.2744244566256728,,139570
PA0630000,washington,1963,0.0,0,0.11442749776626987,,137064
FL0290000,hillsborough,1963,0.0,0,-0.04746724876835578,,108048
OH0780000,trumbull,1963,0.0,0,0.7612670688175531,,107265
NY0130000,dutchess,1963,0.0,0,1.9148663064311884,,108359
PA0400000,luzerne,1963,0.0,0,-0.9383202244436891,,100724
HI0020A00,honolulu,1963,0.0,0,0.6043580966078005,,201364
NB0550100,lincoln,1963,0.0,0,0.03592465946280376,,138811
TX1551200,waco,1963,0.0,0,-0.40849042433443217,,105830
MI5080600,warren,1963,0.0,0,0.10118012472271007,,111815
SC0400100,columbia,1963,0.0,0,-0.8693055280207369,,101911
NY0010100,albany,1963,0.0,0,0.18923572425092788,,130440
