ori9,agency_name,state_name,state_abb,year,population,homicides,cleared,clearance_rate,rtcc_city,rtcc_year_impl,post_rtcc,years_since_rtcc,is_comparison,region,data_level,rtcc_city_name,is_rtcc,pre_trend_slope
CA0190200,arcadia,,CA,2024,53397,0,0,,Fresno,2018.0,1,6.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2023,54071,0,0,,Fresno,2018.0,1,5.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2022,54202,0,0,,Fresno,2018.0,1,4.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2021,56331,2,2,1.0,Fresno,2018.0,1,3.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2020,58122,2,1,0.5,Fresno,2018.0,1,2.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2019,58899,1,1,1.0,Fresno,2018.0,1,1.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2018,59151,1,0,0.0,Fresno,2018.0,1,0.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2017,58883,0,0,,Fresno,2018.0,0,-1.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2016,58816,2,2,1.0,Fresno,2018.0,0,-2.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2015,58694,1,0,0.0,Fresno,2018.0,0,-3.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2014,57950,2,2,1.0,Fresno,2018.0,0,-4.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2013,57855,0,0,,Fresno,2018.0,0,-5.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2012,57295,0,0,,Fresno,2018.0,0,-6.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2011,57027,1,2,2.0,Fresno,2018.0,0,-7.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CA0190200,arcadia,,CA,2010,56364,1,1,1.0,Fresno,2018.0,0,-8.0,0,West,UNKNOWN,Fresno,True,-0.14925373134329956
CT0006400,hartford,,CT,2024,119626,22,11,0.5,Hartford,,1,8.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2023,120710,36,10,0.2777777777777778,Hartford,,1,7.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2022,120196,40,15,0.375,Hartford,,1,6.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2021,121160,41,19,0.4634146341463415,Hartford,,1,5.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2020,121749,24,15,0.625,Hartford,,1,4.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2019,122245,22,12,0.5454545454545454,Hartford,,1,3.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2018,123117,21,13,0.6190476190476191,Hartford,,1,2.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2017,122891,30,13,0.4333333333333333,Hartford,,1,1.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2016,123736,14,11,0.7857142857142857,Hartford,,1,0.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2015,124553,33,21,0.6363636363636364,Hartford,,0,-1.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2014,124943,19,17,0.8947368421052632,Hartford,,0,-2.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2013,124927,23,15,0.6521739130434783,Hartford,,0,-3.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2012,125203,23,12,0.5217391304347826,Hartford,,0,-4.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2011,125006,28,16,0.5714285714285714,Hartford,,0,-5.0,0,Northeast,city,,False,
CT0006400,hartford,,CT,2010,124775,26,8,0.3076923076923077,Hartford,,0,-6.0,0,Northeast,city,,False,
FL0130200,coral gables,,FL,2024,47900,0,0,,Miami,2016.0,1,8.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2023,48920,0,0,,Miami,2016.0,1,7.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2022,47525,2,1,0.5,Miami,2016.0,1,6.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2021,49356,2,0,0.0,Miami,2016.0,1,5.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2020,50017,0,0,,Miami,2016.0,1,4.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2019,51530,0,0,,Miami,2016.0,1,3.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2018,51716,0,0,,Miami,2016.0,1,2.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2017,51487,3,1,0.3333333333333333,Miami,2016.0,1,1.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2016,51980,0,1,,Miami,2016.0,1,0.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2015,52334,1,0,0.0,Miami,2016.0,0,-1.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2014,50316,0,0,,Miami,2016.0,0,-2.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2013,50250,0,0,,Miami,2016.0,0,-3.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2012,48435,3,3,1.0,Miami,2016.0,0,-4.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2011,47418,1,2,2.0,Miami,2016.0,0,-5.0,0,South,county,Miami,True,-0.2857142857143291
FL0130200,coral gables,,FL,2010,46780,2,2,1.0,Miami,2016.0,0,-6.0,0,South,county,Miami,True,-0.2857142857143291
NM0010100,albuquerque,,NM,2024,558745,105,9,0.0857142857142857,Albuquerque,2020.0,1,4.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2023,559094,117,20,0.1709401709401709,Albuquerque,2020.0,1,3.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2022,560557,131,9,0.0687022900763358,Albuquerque,2020.0,1,2.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2021,564147,134,27,0.2014925373134328,Albuquerque,2020.0,1,1.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2020,562065,84,18,0.2142857142857142,Albuquerque,2020.0,1,0.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2019,561920,92,28,0.3043478260869565,Albuquerque,2020.0,0,-1.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2018,560235,71,16,0.2253521126760563,Albuquerque,2020.0,0,-2.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2017,561375,71,38,0.5352112676056338,Albuquerque,2020.0,0,-3.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2016,561560,64,38,0.59375,Albuquerque,2020.0,0,-4.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2015,559721,47,34,0.723404255319149,Albuquerque,2020.0,0,-5.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2014,558874,30,24,0.8,Albuquerque,2020.0,0,-6.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2013,558165,37,35,0.945945945945946,Albuquerque,2020.0,0,-7.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2012,553684,41,28,0.6829268292682927,Albuquerque,2020.0,0,-8.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2011,551961,39,29,0.7435897435897436,Albuquerque,2020.0,0,-9.0,0,West,county,Albuquerque,True,-0.059910874984519615
NM0010100,albuquerque,,NM,2010,545852,48,38,0.7916666666666666,Albuquerque,2020.0,0,-10.0,0,West,county,Albuquerque,True,-0.059910874984519615
AK0010100,anchorage,,AK,2024,286958,29,18,0.6206896551724138,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2023,285026,22,16,0.7272727272727273,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2022,285821,29,27,0.9310344827586208,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2021,286238,0,0,,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2020,286388,18,15,0.8333333333333334,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2019,287731,35,24,0.6857142857142857,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2018,291992,28,19,0.6785714285714286,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2017,296188,30,28,0.9333333333333332,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2016,299097,33,25,0.7575757575757576,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2013,299455,16,14,0.875,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2012,299143,16,12,0.75,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2011,296955,13,14,1.0769230769230769,,,0,,1,West,city,,False,
AK0010100,anchorage,,AK,2010,291826,14,10,0.7142857142857143,,,0,,1,West,city,,False,
AKASP0000,state troopers,,AK,2013,257070,20,18,0.9,,,0,,1,West,city,,False,
AKASP0000,state troopers,,AK,2012,255766,11,8,0.7272727272727273,,,0,,1,West,city,,False,
AKASP0000,state troopers,,AK,2011,251849,12,11,0.9166666666666666,,,0,,1,West,city,,False,
AKASP0000,state troopers,,AK,2010,245582,18,15,0.8333333333333334,,,0,,1,West,city,,False,
AL0010000,jefferson,,AL,2024,147349,11,1,0.0909090909090909,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2023,146904,18,4,0.2222222222222222,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2022,149098,13,2,0.1538461538461538,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2021,156865,13,1,0.0769230769230769,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2020,145614,3,2,0.6666666666666666,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2019,146301,0,0,,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2018,146385,10,4,0.4,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2017,144830,5,2,0.4,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2016,144485,6,3,0.5,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2015,145801,10,5,0.5,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2014,144947,11,5,0.4545454545454545,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2013,145288,5,4,0.8,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2012,146028,4,3,0.75,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2011,146044,9,7,0.7777777777777778,,,0,,1,South,city,,False,
AL0010000,jefferson,,AL,2010,145346,5,0,0.0,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2024,195418,117,22,0.188034188034188,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2023,195224,122,32,0.2622950819672131,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2022,195050,143,30,0.2097902097902098,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2021,206476,92,16,0.1739130434782608,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2020,209081,36,17,0.4722222222222222,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2019,209649,0,0,,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2018,210564,88,29,0.3295454545454545,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2017,212178,59,15,0.2542372881355932,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2016,212549,78,50,0.6410256410256411,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2015,212291,79,44,0.5569620253164557,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2014,212115,53,37,0.6981132075471698,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2013,212001,63,41,0.6507936507936508,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2012,213266,67,0,0.0,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2011,213258,54,0,0.0,,,0,,1,South,city,,False,
AL0010200,birmingham,,AL,2010,212237,20,0,0.0,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2024,109691,6,3,0.5,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2023,108215,1,0,0.0,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2022,108898,7,6,0.8571428571428571,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2021,119341,15,3,0.2,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2020,110472,7,4,0.5714285714285714,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2019,109878,3,3,1.0,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2018,109087,1,1,1.0,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2017,107102,5,5,1.0,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2016,105302,9,6,0.6666666666666666,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2015,105181,4,4,1.0,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2014,104436,3,2,0.6666666666666666,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2013,104283,5,4,0.8,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2012,102977,7,7,1.0,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2011,103285,7,6,0.8571428571428571,,,0,,1,South,city,,False,
AL0020000,mobile,,AL,2010,102347,5,5,1.0,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2024,237092,39,28,0.717948717948718,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2023,237469,33,34,1.0303030303030305,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2022,239323,41,30,0.7317073170731707,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2021,242894,52,23,0.4423076923076923,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2020,243900,9,2,0.2222222222222222,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2019,244775,0,0,,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2018,245475,26,20,0.7692307692307693,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2017,248431,50,42,0.84,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2016,249921,44,31,0.7045454545454546,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2015,250346,25,12,0.48,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2014,250655,31,19,0.6129032258064516,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2013,250557,30,24,0.8,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2012,251516,32,0,0.0,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2011,251869,30,22,0.7333333333333333,,,0,,1,South,city,,False,
AL0020100,mobile,,AL,2010,251106,25,18,0.72,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2024,193728,35,5,0.1428571428571428,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2023,195484,0,0,,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2022,197333,0,0,,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2021,195361,0,0,,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2020,197755,18,2,0.1111111111111111,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2019,197315,0,0,,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2018,198662,29,2,0.0689655172413793,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2017,199099,38,2,0.0526315789473684,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2016,199565,30,9,0.3,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2015,199139,34,9,0.2647058823529412,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2014,200194,35,9,0.2571428571428571,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2013,205087,3,2,0.6666666666666666,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2012,209018,44,0,0.0,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2011,206754,31,5,0.1612903225806451,,,0,,1,South,city,,False,
AL0030100,montgomery,,AL,2010,205764,25,18,0.72,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2024,115120,0,0,,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2023,111139,0,0,,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2022,109188,0,0,,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2021,109283,0,0,,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2020,102994,1,0,0.0,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2019,101635,0,0,,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2018,100960,0,0,,,,0,,1,South,city,,False,
AL0050000,baldwin,,AL,2017,100030,1,1,1.0,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2024,137476,8,4,0.5,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2023,132150,6,4,0.6666666666666666,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2022,130863,5,4,0.8,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2021,133151,0,0,,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2020,122385,0,0,,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2019,120335,2,2,1.0,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2018,118757,2,1,0.5,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2017,116698,6,3,0.5,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2016,115590,2,2,1.0,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2015,116032,7,7,1.0,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2014,115639,6,5,0.8333333333333334,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2013,114778,1,1,1.0,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2012,113340,4,3,0.75,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2011,111648,2,2,1.0,,,0,,1,South,city,,False,
AL0470000,madison,,AL,2010,111114,7,5,0.7142857142857143,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2024,228697,20,16,0.8,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2023,224777,6,5,0.8333333333333334,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2022,218897,15,15,1.0,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2021,205307,3,3,1.0,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2020,202884,7,5,0.7142857142857143,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2019,199465,12,12,1.0,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2018,196620,28,24,0.8571428571428571,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2017,195173,22,21,0.9545454545454546,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2016,192587,18,14,0.7777777777777778,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2015,190106,18,9,0.5,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2014,187624,17,10,0.5882352941176471,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2013,184738,24,19,0.7916666666666666,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2012,183691,15,8,0.5333333333333333,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2011,180972,14,11,0.7857142857142857,,,0,,1,South,city,,False,
AL0470100,huntsville,,AL,2010,180105,12,5,0.4166666666666667,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2024,113834,18,12,0.6666666666666666,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2023,113956,14,13,0.9285714285714286,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2022,101280,13,10,0.7692307692307693,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2021,104151,7,3,0.4285714285714285,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2020,102391,9,5,0.5555555555555556,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2019,102518,4,3,0.75,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2018,101764,5,5,1.0,,,0,,1,South,city,,False,
AL0630100,tuscaloosa,,AL,2017,101124,9,9,1.0,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2024,204247,37,26,0.7027027027027027,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2023,202986,63,27,0.4285714285714285,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2022,201513,80,38,0.475,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2021,198260,63,23,0.365079365079365,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2020,197688,51,15,0.2941176470588235,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2019,198382,39,33,0.8461538461538461,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2018,199288,40,21,0.525,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2017,199314,54,14,0.2592592592592592,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2016,198800,42,14,0.3333333333333333,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2015,198647,32,18,0.5625,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2014,198217,43,22,0.5116279069767442,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2013,197399,34,8,0.2352941176470588,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2012,196055,45,16,0.3555555555555555,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2011,194988,38,10,0.2631578947368421,,,0,,1,South,city,,False,
AR0600200,little rock,,AR,2010,193524,25,8,0.32,,,0,,1,South,city,,False,
AZ0070500,chandler,,AZ,2024,281117,2,2,1.0,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2023,282419,9,9,1.0,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2022,281373,13,7,0.5384615384615384,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2021,281162,9,7,0.7777777777777778,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2020,264071,10,5,0.5,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2019,259881,5,4,0.8,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2018,255986,5,4,0.8,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2017,249355,5,7,1.4,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2016,265922,4,2,0.5,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2015,258875,2,2,1.0,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2014,252369,1,2,2.0,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2013,248718,2,2,1.0,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2012,242721,4,3,0.75,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2011,239466,3,1,0.3333333333333333,,,0,,1,West,city,,False,
AZ0070500,chandler,,AZ,2010,236123,8,8,1.0,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2024,277527,2,2,1.0,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2023,278495,6,6,1.0,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2022,277123,4,3,0.75,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2021,272941,9,9,1.0,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2020,259629,4,3,0.75,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2019,253619,2,2,1.0,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2018,247463,2,1,0.5,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2017,242090,5,3,0.6,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2016,255899,4,2,0.5,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2015,247324,3,2,0.6666666666666666,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2014,235430,0,1,,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2013,225232,1,0,0.0,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2012,214264,5,5,1.0,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2011,211404,2,3,1.5,,,0,,1,West,city,,False,
AZ0071100,gilbert,,AZ,2010,208453,5,4,0.8,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2024,255512,24,20,0.8333333333333334,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2023,253768,19,15,0.7894736842105263,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2022,250466,21,11,0.5238095238095238,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2021,252981,0,0,,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2020,255468,28,10,0.3571428571428571,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2019,253951,17,7,0.4117647058823529,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2018,249799,10,11,1.1,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2017,249273,14,12,0.8571428571428571,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2016,242938,23,10,0.4347826086956521,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2015,240374,13,7,0.5384615384615384,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2014,236780,20,16,0.8,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2013,234006,14,12,0.8571428571428571,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2012,232997,12,5,0.4166666666666667,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2011,229931,22,12,0.5454545454545454,,,0,,1,West,city,,False,
AZ0071300,glendale,,AZ,2010,226721,12,7,0.5833333333333334,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2024,201056,10,11,1.1,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2023,200886,11,13,1.181818181818182,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2022,197894,10,5,0.5,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2021,194566,15,11,0.7333333333333333,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2020,178486,3,3,1.0,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2019,174571,6,4,0.6666666666666666,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2018,170177,4,2,0.5,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2017,165889,4,3,0.75,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2016,174797,3,5,1.6666666666666667,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2015,170222,4,3,0.75,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2014,164722,2,3,1.5,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2013,161641,5,5,1.0,,,0,,1,West,city,,False,
AZ0072100,peoria,,AZ,2012,158347,9,3,0.3333333333333333,,,0,,1,West,city,,False,
