ori,ori9,agency_name,state,state_abb,year,number_of_months_missing,number_of_months_reported,last_month_reported,fips_state_code,fips_county_code,fips_state_county_code,fips_place_code,agency_type,crosswalk_agency_name,census_name,longitude,latitude,address_name,address_street_line_1,address_street_line_2,address_city,address_state,address_zip_code,population_group,covered_by_population_group,population_1,population_1_county,population_1_msa,population_2,population_2_county,population_2_msa,population_3,population_3_county,population_3_msa,last_population_1,last_population_2,last_population_3,population_source,population_group_in_previous_year,population,country_division,juvenile_age,core_city_indication,last_update,fbi_field_office,followup_indication,zip_code,date_of_last_update,month_included_in,covered_by_ori,agency_count,special_mailing_group,special_mailing_address,first_line_of_mailing_address,second_line_of_mailing_address,third_line_of_mailing_address,fourth_line_of_mailing_address,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burglary_total,actual_burglary_force_entry,actual_burglary_nonforce_entry,actual_burglary_attempted,actual_theft_total,actual_motor_vehicle_theft_total,actual_motor_vehicle_theft_car,actual_motor_vehicle_theft_truck,actual_motor_vehicle_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,total_cleared_murder,total_cleared_manslaughter,total_cleared_rape_total,total_cleared_rape_by_force,total_cleared_rape_attempted,total_cleared_robbery_total,total_cleared_robbery_with_a_gun,total_cleared_robbery_with_a_knife,total_cleared_robbery_other_weapon,total_cleared_robbery_unarmed,total_cleared_assault_total,total_cleared_assault_with_a_gun,total_cleared_assault_with_a_knife,total_cleared_assault_other_weapon,total_cleared_assault_unarmed,total_cleared_assault_simple,total_cleared_burglary_total,total_cleared_burglary_force_entry,total_cleared_burglary_nonforce_entry,total_cleared_burglary_attempted,total_cleared_theft_total,total_cleared_motor_vehicle_theft_total,total_cleared_motor_vehicle_theft_car,total_cleared_motor_vehicle_theft_truck,total_cleared_motor_vehicle_theft_other,total_cleared_all_crimes,total_cleared_theft_under50_dollar,total_cleared_assault_aggravated,total_cleared_index_violent,total_cleared_index_property,total_cleared_index_total,cleared_18_murder,cleared_18_manslaughter,cleared_18_rape_total,cleared_18_rape_by_force,cleared_18_rape_attempted,cleared_18_robbery_total,cleared_18_robbery_with_a_gun,cleared_18_robbery_with_a_knife,cleared_18_robbery_other_weapon,cleared_18_robbery_unarmed,cleared_18_assault_total,cleared_18_assault_with_a_gun,cleared_18_assault_with_a_knife,cleared_18_assault_other_weapon,cleared_18_assault_unarmed,cleared_18_assault_simple,cleared_18_burglary_total,cleared_18_burglary_force_entry,cleared_18_burglary_nonforce_entry,cleared_18_burglary_attempted,cleared_18_theft_total,cleared_18_motor_vehicle_theft_total,cleared_18_motor_vehicle_theft_car,cleared_18_motor_vehicle_theft_truck,cleared_18_motor_vehicle_theft_other,cleared_18_all_crimes,cleared_18_theft_under50_dollar,cleared_18_assault_aggravated,cleared_18_index_violent,cleared_18_index_property,cleared_18_index_total,unfounded_murder,unfounded_manslaughter,unfounded_rape_total,unfounded_rape_by_force,unfounded_rape_attempted,unfounded_robbery_total,unfounded_robbery_with_a_gun,unfounded_robbery_with_a_knife,unfounded_robbery_other_weapon,unfounded_robbery_unarmed,unfounded_assault_total,unfounded_assault_with_a_gun,unfounded_assault_with_a_knife,unfounded_assault_other_weapon,unfounded_assault_unarmed,unfounded_assault_simple,unfounded_burglary_total,unfounded_burglary_force_entry,unfounded_burglary_nonforce_entry,unfounded_burglary_attempted,unfounded_theft_total,unfounded_motor_vehicle_theft_total,unfounded_motor_vehicle_theft_car,unfounded_motor_vehicle_theft_truck,unfounded_motor_vehicle_theft_other,unfounded_all_crimes,unfounded_theft_under50_dollar,unfounded_assault_aggravated,unfounded_index_violent,unfounded_index_property,unfounded_index_total,homicides,cleared,clearance_rate,rtcc_city,rtcc_year_impl,post_rtcc,years_since_rtcc,is_comparison,state_name
CA01902,CA0190200,arcadia,california,CA,1978,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,47044,19.0,478.0,0,,,0,,,42868,0,0,2.0,4.0,47044,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,50378.0,0.0,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,4,1,0,10,2,8,70,37,4,2,27,150,7,10,22,20,91,583,395,131,57,1472,196,143,25,28,2482,0,59.0,140.0,2251,2391.0,1,0,5,1,4,22,13,1,0,8,90,5,7,11,12,55,99,57,37,5,384,52,36,2,14,653,0,35.0,63.0,535,598.0,0,0,1,0,1,5,0,0,0,5,22,2,2,4,0,14,25,16,8,1,200,28,16,2,10,281,0,8.0,14.0,253,267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-40,0,
CA01902,CA0190200,arcadia,california,CA,1977,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,47693,19.0,478.0,0,,,0,,,42868,0,0,7.0,4.0,47693,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,31878.0,0.0,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,6,3,3,8,6,2,66,32,4,7,23,122,12,6,14,3,87,568,357,155,56,1865,155,121,18,16,2790,0,35.0,115.0,2588,2703.0,3,3,3,2,1,28,15,1,6,6,79,9,3,14,2,51,94,61,28,5,511,32,20,7,5,753,0,28.0,65.0,637,702.0,0,0,0,0,0,5,1,0,1,3,8,0,0,0,0,8,24,18,5,1,273,15,9,2,4,325,0,0.0,5.0,312,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1.0,Fresno,2018,0,-41,0,
CA01902,CA0190200,arcadia,california,CA,1976,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,46900,19.0,478.0,0,,,0,,,42868,0,0,2.0,4.0,46900,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,51076.0,0.0,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,13,1,3,12,6,6,55,34,5,4,12,118,7,3,16,5,87,515,323,135,57,1974,184,146,13,25,2862,0,31.0,102.0,2673,2775.0,1,3,5,1,4,10,8,0,0,2,73,5,1,10,5,52,93,54,36,3,511,49,36,4,9,745,0,21.0,40.0,653,693.0,0,2,3,1,2,1,0,0,0,1,8,2,0,0,1,5,41,26,13,2,250,23,16,3,4,328,0,3.0,9.0,314,323.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.0,Fresno,2018,0,-42,0,
CA01902,CA0190200,arcadia,california,CA,1975,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,46558,19.0,478.0,0,,,0,,,42868,0,0,2.0,4.0,46558,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,50575.0,0.0,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,9,2,2,2,1,1,52,31,5,3,13,114,12,7,6,3,86,509,334,129,46,1506,132,106,8,18,2319,0,28.0,86.0,2147,2233.0,1,2,0,0,0,26,20,2,0,4,67,7,4,4,2,50,115,62,43,10,315,19,17,1,1,545,0,17.0,46.0,449,495.0,0,0,0,0,0,5,1,1,0,3,15,2,0,2,0,11,45,23,18,4,166,7,6,1,0,238,0,4.0,9.0,218,227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.75,Fresno,2018,0,-43,0,
CA01902,CA0190200,arcadia,california,CA,1974,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,45500,19.0,478.0,0,,,0,,,42868,0,0,2.0,4.0,45500,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,62374.0,0.0,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,1,6,4,2,53,36,2,1,14,124,18,5,12,8,81,397,271,79,47,1569,93,76,3,14,2243,0,43.0,103.0,2059,2162.0,0,1,5,4,1,22,17,1,0,4,85,10,7,9,8,51,64,39,19,6,278,16,15,0,1,471,0,34.0,62.0,358,420.0,0,0,0,0,0,3,0,0,0,3,21,4,2,3,0,12,31,22,8,1,134,8,7,0,1,197,0,9.0,12.0,173,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-44,0,
CA01902,CA0190200,arcadia,california,CA,1973,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,45450,19.0,478.0,0,,,0,,,42868,0,0,2.0,4.0,45450,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,70373.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,1,3,1,2,39,21,0,0,18,129,20,6,10,12,81,545,381,107,57,1404,121,121,0,0,2161,715,48.0,91.0,2070,2161.0,0,1,1,0,1,19,13,0,0,6,79,11,4,8,8,48,90,53,28,9,256,19,19,0,0,417,187,31.0,52.0,365,417.0,0,0,0,0,0,6,4,0,0,2,19,5,2,2,0,10,45,29,13,3,109,7,7,0,0,176,83,9.0,15.0,161,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-45,0,
CA01902,CA0190200,arcadia,california,CA,1972,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,46100,19.0,478.0,0,,,0,,,42868,0,0,2.0,4.0,46100,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,82472.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,1,0,3,2,1,29,22,0,0,7,115,10,9,12,12,72,512,348,105,59,1383,128,128,0,0,2099,729,43.0,76.0,2023,2099.0,1,0,2,0,0,5,0,0,0,0,30,7,8,5,10,0,95,0,0,0,30,14,14,0,0,177,0,30.0,38.0,139,177.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,29,0,0,0,7,6,6,0,0,44,0,2.0,2.0,42,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-46,0,
CA01902,CA0190200,arcadia,california,CA,1971,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,43100,19.0,478.0,0,,,0,,,41005,0,0,3.0,4.0,43100,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,61071.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,1,0,0,0,0,29,23,0,0,6,122,2,5,11,24,80,513,318,146,49,1497,153,153,0,0,2235,777,42.0,72.0,2163,2235.0,1,0,0,0,0,23,0,0,0,0,39,1,5,12,21,0,72,0,0,0,43,26,26,0,0,204,0,39.0,63.0,141,204.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12,0,0,0,12,12,12,0,0,38,0,1.0,2.0,36,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-47,0,
CA01902,CA0190200,arcadia,california,CA,1970,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,42868,19.0,478.0,0,,,0,,,41005,0,0,1.0,4.0,42868,pacific,21.0,not core city of msa,42870.0,3410,send a follow-up,91006.0,33171.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,1,1,1,0,23,20,0,0,3,86,3,2,17,9,55,397,269,92,36,1455,134,134,0,0,2042,814,31.0,56.0,1986,2042.0,0,1,1,0,0,6,0,0,0,0,23,2,1,13,7,0,100,0,0,0,126,25,25,0,0,282,0,23.0,31.0,251,282.0,0,0,0,0,0,2,0,0,0,0,8,0,1,4,3,0,52,0,0,0,81,16,16,0,0,159,0,8.0,10.0,149,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-48,0,
CA01902,CA0190200,arcadia,california,CA,1969,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,47982,19.0,478.0,0,,,0,,,41005,0,0,2.0,4.0,47982,pacific,21.0,not core city of msa,70670.0,3410,send a follow-up,91006.0,20660.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,1,0,4,4,0,26,20,0,0,6,106,5,2,7,6,86,369,221,124,24,1262,118,118,0,0,1800,689,20.0,51.0,1749,1800.0,1,0,4,0,0,10,0,0,0,0,33,1,1,4,27,0,54,0,0,0,94,28,28,0,0,224,0,33.0,48.0,176,224.0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,18,0,0,0,38,17,17,0,0,79,0,3.0,6.0,73,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-49,0,
CA01902,CA0190200,arcadia,california,CA,1968,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,47650,19.0,478.0,0,,,0,,,41005,0,0,6.0,4.0,47650,pacific,21.0,not core city of msa,70670.0,3410,send a follow-up,91006.0,60568.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,1,7,5,2,24,17,0,0,7,115,3,2,9,5,96,472,294,132,46,1123,109,109,0,0,1755,648,19.0,51.0,1704,1755.0,0,1,4,4,0,13,10,0,0,3,83,2,0,8,3,70,140,79,40,21,103,35,35,0,0,309,69,13.0,31.0,278,309.0,0,0,1,1,0,1,0,0,0,1,6,0,0,0,0,6,27,13,9,5,53,24,24,0,0,106,39,0.0,2.0,104,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-50,0,
CA01902,CA0190200,arcadia,california,CA,1967,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,47650,19.0,478.0,0,,,0,,,41005,0,0,6.0,4.0,47650,pacific,21.0,not core city of msa,12370.0,3410,send a follow-up,91006.0,81067.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,0,6,3,3,30,25,0,0,5,99,2,6,10,6,75,458,265,155,38,1213,87,87,0,0,1818,755,24.0,60.0,1758,1818.0,0,0,3,2,1,7,6,0,0,1,76,2,3,9,8,54,120,61,47,12,125,32,32,0,0,309,104,22.0,32.0,277,309.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,24,11,9,4,70,14,14,0,0,108,63,0.0,0.0,108,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Fresno,2018,0,-51,0,
CA01902,CA0190200,arcadia,california,CA,1966,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,47100,19.0,478.0,0,,,0,,,41005,0,0,6.0,4.0,47100,pacific,21.0,not core city of msa,12370.0,3410,send a follow-up,91006.0,52466.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,1,0,0,0,0,24,15,0,0,9,84,5,3,11,8,57,363,226,122,15,1065,96,96,0,0,1576,702,27.0,52.0,1524,1576.0,1,0,0,0,0,4,3,0,0,1,47,4,1,9,10,23,64,36,27,1,76,23,23,0,0,192,59,24.0,29.0,163,192.0,0,0,0,0,0,1,0,0,0,1,7,0,0,2,1,4,9,6,3,0,13,10,10,0,0,36,13,3.0,4.0,32,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-52,0,
CA01902,CA0190200,arcadia,california,CA,1965,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,47100,19.0,478.0,0,,,0,,,41005,0,0,6.0,4.0,47100,pacific,21.0,not core city of msa,12370.0,3410,send a follow-up,91006.0,51265.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,1,2,1,1,12,8,0,0,4,86,4,1,7,2,72,393,228,132,33,1157,89,89,0,0,1668,763,14.0,29.0,1639,1668.0,0,1,2,1,1,4,4,0,0,0,53,4,0,6,1,42,92,50,37,5,139,31,31,0,0,280,116,11.0,18.0,262,280.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,19,10,7,2,87,18,18,0,0,124,80,0.0,0.0,124,124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,Fresno,2018,0,-53,0,
CA01902,CA0190200,arcadia,california,CA,1964,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,46714,19.0,478.0,0,,,0,,,41005,0,0,2.0,4.0,46714,pacific,21.0,not core city of msa,12370.0,3410,send a follow-up,91008.0,60164.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,3,7,2,5,19,14,0,0,5,98,4,8,7,4,75,361,184,135,42,1151,96,96,0,0,1660,768,23.0,52.0,1608,1660.0,0,1,3,2,1,8,7,0,0,1,43,2,8,4,2,27,89,44,35,10,128,38,38,0,0,283,97,16.0,28.0,255,283.0,0,1,0,0,0,0,0,0,0,0,9,0,2,1,0,6,18,3,11,4,64,30,30,0,0,116,49,3.0,4.0,112,116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.3333333333333333,Fresno,2018,0,-54,0,
CA01902,CA0190200,arcadia,california,CA,1963,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,46874,19.0,478.0,0,,,0,,,41005,0,0,2.0,4.0,46874,pacific,21.0,not core city of msa,12470.0,3410,send a follow-up,0.0,51563.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,1,1,5,0,0,17,0,0,0,0,30,0,0,0,0,0,387,0,0,0,1074,61,61,0,0,1576,740,30.0,54.0,1522,1576.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,Fresno,2018,0,-55,0,
CA01902,CA0190200,arcadia,california,CA,1962,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,44494,19.0,478.0,0,,,0,,,41005,0,0,2.0,4.0,44494,pacific,21.0,not core city of msa,12470.0,3410,send a follow-up,0.0,50966.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,1,2,2,0,0,12,0,0,0,0,18,0,0,0,0,0,330,0,0,0,1111,70,70,0,0,1546,784,18.0,35.0,1511,1546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,Fresno,2018,0,-56,0,
CA01902,CA0190200,arcadia,california,CA,1961,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,41005,19.0,478.0,0,,,0,,,0,0,0,,,41005,pacific,21.0,not core city of msa,70670.0,3410,send a follow-up,0.0,60.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,1,4,2,0,0,14,0,0,0,0,23,0,0,0,0,0,349,0,0,0,956,97,97,0,0,1446,654,23.0,44.0,1402,1446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.0,Fresno,2018,0,-57,0,
CA01902,CA0190200,arcadia,california,CA,1960,0.0,12,december,6.0,37.0,6037.0,2462.0,local police department,arcadia police department,arcadia city,-118.261862,34.196398,arcadia police department,250 w. huntington drive,,arcadia,ca,91007.0,"city 25,000 thru 49,999",,41005,19.0,478.0,0,,,0,,,0,0,0,,,41005,pacific,21.0,not core city of msa,70670.0,3410,send a follow-up,0.0,60.0,,,1,not a special mailing group agency.,not a special mailing address,chief of police,arcadia,california,,0,0,0,0,1,3,0,0,8,0,0,0,0,17,0,0,0,0,0,293,0,0,0,946,51,51,0,0,1319,721,17.0,29.0,1290,1319.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Fresno,2018,0,-58,0,
CT00064,CT0006400,hartford,connecticut,CT,2024,,12,december,9.0,3.0,9003.0,37000.0,local police department,hartford police department,hartford city,-72.732916,41.806053,hartford police department,50 jennings road,,hartford,ct,6120.0,"city 100,000 thru 249,999",,119626,0.0,349.0,0,,,0,,,0,0,0,,2.0,119626,new england,,core city of msa,0.0,3520,,6120.0,31125.0,0.0,,1,,,hartford police department,,,50 jennings rd,0,0,0,21,1,51,46,5,163,54,18,20,71,1598,113,77,93,99,1216,267,172,86,9,2082,1055,972,23,60,5238,0,382.0,618.0,3404,4022.0,10,1,16,13,3,26,6,3,2,15,711,35,27,38,48,563,39,26,12,1,103,82,76,3,3,988,0,148.0,201.0,224,425.0,1,0,0,0,0,1,1,0,0,0,41,2,0,3,0,36,2,2,0,0,7,26,25,1,0,78,0,5.0,7.0,35,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0.5,Hartford,2016,1,8,0,
CT00064,CT0006400,hartford,connecticut,CT,2023,,12,december,9.0,3.0,9003.0,37000.0,local police department,hartford police department,hartford city,-72.732916,41.806053,hartford police department,50 jennings road,,hartford,ct,6120.0,"city 100,000 thru 249,999",,120710,0.0,349.0,0,,,0,,,0,0,0,,2.0,120710,new england,,not core city of msa,0.0,3520,,6120.0,33024.0,0.0,,1,,,hartford police department,,,50 jennings rd,0,0,0,36,0,78,78,0,171,68,12,24,67,1573,109,70,123,99,1172,342,233,98,11,1687,1210,1134,34,42,5097,0,401.0,686.0,3239,3925.0,10,0,5,5,0,25,5,3,3,14,603,16,30,51,49,457,55,33,20,2,79,132,117,8,7,909,0,146.0,186.0,266,452.0,0,0,0,0,0,4,1,1,0,2,33,1,0,0,2,30,0,0,0,0,3,40,36,3,1,80,0,3.0,7.0,43,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0.2777777777777778,Hartford,2016,1,7,0,
CT00064,CT0006400,hartford,connecticut,CT,2022,,12,december,9.0,3.0,9003.0,37000.0,local police department,hartford police department,hartford city,-72.732916,41.806053,hartford police department,50 jennings road,,hartford,ct,6120.0,"city 100,000 thru 249,999",,120196,2.0,349.0,0,,,0,,,0,0,0,,2.0,120196,new england,,core city of msa,0.0,3520,,6120.0,90723.0,0.0,,1,,,hartford police department,,,50 jennings rd,0,0,0,37,3,27,25,2,129,50,19,17,43,1783,126,107,140,128,1282,348,235,104,9,2031,625,549,43,33,4983,0,501.0,697.0,3004,3701.0,12,3,9,9,0,18,2,2,3,11,800,22,46,67,65,600,37,27,9,1,119,108,102,4,2,1106,0,200.0,242.0,264,506.0,0,0,0,0,0,0,0,0,0,0,35,0,0,2,1,32,1,1,0,0,5,22,22,0,0,63,0,3.0,3.0,28,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,0.375,Hartford,2016,1,6,0,
