ori9,agency_name,state_name,state_abb,year,population,homicides,cleared,clearance_rate,rtcc_city,rtcc_year_impl,post_rtcc,years_since_rtcc,is_comparison
CA0190200,arcadia,,CA,2024,53397,0,0,,Fresno,2018,1,6.0,0
CA0190200,arcadia,,CA,2023,54071,0,0,,Fresno,2018,1,5.0,0
CA0190200,arcadia,,CA,2022,54202,0,0,,Fresno,2018,1,4.0,0
CA0190200,arcadia,,CA,2021,56331,2,2,1.0,Fresno,2018,1,3.0,0
CA0190200,arcadia,,CA,2020,58122,2,1,0.5,Fresno,2018,1,2.0,0
CA0190200,arcadia,,CA,2019,58899,1,1,1.0,Fresno,2018,1,1.0,0
CA0190200,arcadia,,CA,2018,59151,1,0,0.0,Fresno,2018,1,0.0,0
CA0190200,arcadia,,CA,2017,58883,0,0,,Fresno,2018,0,-1.0,0
CA0190200,arcadia,,CA,2016,58816,2,2,1.0,Fresno,2018,0,-2.0,0
CA0190200,arcadia,,CA,2015,58694,1,0,0.0,Fresno,2018,0,-3.0,0
CA0190200,arcadia,,CA,2014,57950,2,2,1.0,Fresno,2018,0,-4.0,0
CA0190200,arcadia,,CA,2013,57855,0,0,,Fresno,2018,0,-5.0,0
CA0190200,arcadia,,CA,2012,57295,0,0,,Fresno,2018,0,-6.0,0
CA0190200,arcadia,,CA,2011,57027,1,2,2.0,Fresno,2018,0,-7.0,0
CA0190200,arcadia,,CA,2010,56364,1,1,1.0,Fresno,2018,0,-8.0,0
CA0190200,arcadia,,CA,2009,56596,0,0,,Fresno,2018,0,-9.0,0
CA0190200,arcadia,,CA,2008,56605,2,3,1.5,Fresno,2018,0,-10.0,0
CA0190200,arcadia,,CA,2007,56967,2,1,0.5,Fresno,2018,0,-11.0,0
CA0190200,arcadia,,CA,2006,56659,1,1,1.0,Fresno,2018,0,-12.0,0
CA0190200,arcadia,,CA,2005,56364,2,1,0.5,Fresno,2018,0,-13.0,0
CA0190200,arcadia,,CA,2004,56083,4,2,0.5,Fresno,2018,0,-14.0,0
CA0190200,arcadia,,CA,2003,55480,2,2,1.0,Fresno,2018,0,-15.0,0
CA0190200,arcadia,,CA,2002,55004,2,0,0.0,Fresno,2018,0,-16.0,0
CA0190200,arcadia,,CA,2001,54040,2,1,0.5,Fresno,2018,0,-17.0,0
CA0190200,arcadia,,CA,2000,53054,0,0,,Fresno,2018,0,-18.0,0
CA0190200,arcadia,,CA,1999,50892,0,0,,Fresno,2018,0,-19.0,0
CA0190200,arcadia,,CA,1998,51454,0,0,,Fresno,2018,0,-20.0,0
CA0190200,arcadia,,CA,1997,52001,1,1,1.0,Fresno,2018,0,-21.0,0
CA0190200,arcadia,,CA,1996,51373,0,0,,Fresno,2018,0,-22.0,0
CA0190200,arcadia,,CA,1995,50908,1,1,1.0,Fresno,2018,0,-23.0,0
CA0190200,arcadia,,CA,1994,49988,1,0,0.0,Fresno,2018,0,-24.0,0
CA0190200,arcadia,,CA,1993,49639,2,1,0.5,Fresno,2018,0,-25.0,0
CA0190200,arcadia,,CA,1992,50085,2,0,0.0,Fresno,2018,0,-26.0,0
CA0190200,arcadia,,CA,1991,49295,1,1,1.0,Fresno,2018,0,-27.0,0
CA0190200,arcadia,,CA,1990,48290,1,1,1.0,Fresno,2018,0,-28.0,0
CA0190200,arcadia,,CA,1989,49301,0,0,,Fresno,2018,0,-29.0,0
CA0190200,arcadia,,CA,1988,49835,0,0,,Fresno,2018,0,-30.0,0
CA0190200,arcadia,,CA,1987,48947,0,0,,Fresno,2018,0,-31.0,0
CA0190200,arcadia,,CA,1986,49313,1,1,1.0,Fresno,2018,0,-32.0,0
CA0190200,arcadia,,CA,1985,49347,3,2,0.6666666666666666,Fresno,2018,0,-33.0,0
CA0190200,arcadia,,CA,1984,47957,1,1,1.0,Fresno,2018,0,-34.0,0
CA0190200,arcadia,,CA,1983,49159,1,1,1.0,Fresno,2018,0,-35.0,0
CA0190200,arcadia,,CA,1982,48281,2,2,1.0,Fresno,2018,0,-36.0,0
CA0190200,arcadia,,CA,1981,47178,2,1,0.5,Fresno,2018,0,-37.0,0
CA0190200,arcadia,,CA,1980,45955,2,1,0.5,Fresno,2018,0,-38.0,0
CA0190200,arcadia,,CA,1979,48535,0,0,,Fresno,2018,0,-39.0,0
CA0190200,arcadia,,CA,1978,47044,1,1,1.0,Fresno,2018,0,-40.0,0
CA0190200,arcadia,,CA,1977,47693,6,6,1.0,Fresno,2018,0,-41.0,0
CA0190200,arcadia,,CA,1976,46900,4,4,1.0,Fresno,2018,0,-42.0,0
CA0190200,arcadia,,CA,1975,46558,4,3,0.75,Fresno,2018,0,-43.0,0
CA0190200,arcadia,,CA,1974,45500,1,1,1.0,Fresno,2018,0,-44.0,0
CA0190200,arcadia,,CA,1973,45450,1,1,1.0,Fresno,2018,0,-45.0,0
CA0190200,arcadia,,CA,1972,46100,1,1,1.0,Fresno,2018,0,-46.0,0
CA0190200,arcadia,,CA,1971,43100,1,1,1.0,Fresno,2018,0,-47.0,0
CA0190200,arcadia,,CA,1970,42868,1,1,1.0,Fresno,2018,0,-48.0,0
CA0190200,arcadia,,CA,1969,47982,1,1,1.0,Fresno,2018,0,-49.0,0
CA0190200,arcadia,,CA,1968,47650,1,1,1.0,Fresno,2018,0,-50.0,0
CA0190200,arcadia,,CA,1967,47650,0,0,,Fresno,2018,0,-51.0,0
CA0190200,arcadia,,CA,1966,47100,1,1,1.0,Fresno,2018,0,-52.0,0
CA0190200,arcadia,,CA,1965,47100,1,1,1.0,Fresno,2018,0,-53.0,0
CA0190200,arcadia,,CA,1964,46714,3,1,0.3333333333333333,Fresno,2018,0,-54.0,0
CA0190200,arcadia,,CA,1963,46874,2,0,0.0,Fresno,2018,0,-55.0,0
CA0190200,arcadia,,CA,1962,44494,3,0,0.0,Fresno,2018,0,-56.0,0
CA0190200,arcadia,,CA,1961,41005,5,0,0.0,Fresno,2018,0,-57.0,0
CA0190200,arcadia,,CA,1960,41005,1,0,0.0,Fresno,2018,0,-58.0,0
CT0006400,hartford,,CT,2024,119626,22,11,0.5,Hartford,2016,1,8.0,0
CT0006400,hartford,,CT,2023,120710,36,10,0.2777777777777778,Hartford,2016,1,7.0,0
CT0006400,hartford,,CT,2022,120196,40,15,0.375,Hartford,2016,1,6.0,0
CT0006400,hartford,,CT,2021,121160,41,19,0.4634146341463415,Hartford,2016,1,5.0,0
CT0006400,hartford,,CT,2020,121749,24,15,0.625,Hartford,2016,1,4.0,0
CT0006400,hartford,,CT,2019,122245,22,12,0.5454545454545454,Hartford,2016,1,3.0,0
CT0006400,hartford,,CT,2018,123117,21,13,0.6190476190476191,Hartford,2016,1,2.0,0
CT0006400,hartford,,CT,2017,122891,30,13,0.43333333333333335,Hartford,2016,1,1.0,0
CT0006400,hartford,,CT,2016,123736,14,11,0.7857142857142857,Hartford,2016,1,0.0,0
CT0006400,hartford,,CT,2015,124553,33,21,0.6363636363636364,Hartford,2016,0,-1.0,0
CT0006400,hartford,,CT,2014,124943,19,17,0.8947368421052632,Hartford,2016,0,-2.0,0
CT0006400,hartford,,CT,2013,124927,23,15,0.6521739130434783,Hartford,2016,0,-3.0,0
CT0006400,hartford,,CT,2012,125203,23,12,0.5217391304347826,Hartford,2016,0,-4.0,0
CT0006400,hartford,,CT,2011,125006,28,16,0.5714285714285714,Hartford,2016,0,-5.0,0
CT0006400,hartford,,CT,2010,124775,26,8,0.3076923076923077,Hartford,2016,0,-6.0,0
CT0006400,hartford,,CT,2009,124049,33,15,0.45454545454545453,Hartford,2016,0,-7.0,0
CT0006400,hartford,,CT,2008,124610,31,19,0.6129032258064516,Hartford,2016,0,-8.0,0
CT0006400,hartford,,CT,2007,124558,31,7,0.22580645161290322,Hartford,2016,0,-9.0,0
CT0006400,hartford,,CT,2006,124203,24,6,0.25,Hartford,2016,0,-10.0,0
CT0006400,hartford,,CT,2005,125086,25,12,0.48,Hartford,2016,0,-11.0,0
CT0006400,hartford,,CT,2004,125109,17,9,0.5294117647058824,Hartford,2016,0,-12.0,0
CT0006400,hartford,,CT,2003,125381,44,33,0.75,Hartford,2016,0,-13.0,0
CT0006400,hartford,,CT,2002,123540,25,8,0.32,Hartford,2016,0,-14.0,0
CT0006400,hartford,,CT,2001,122274,25,6,0.24,Hartford,2016,0,-15.0,0
CT0006400,hartford,,CT,2000,121578,17,6,0.35294117647058826,Hartford,2016,0,-16.0,0
CT0006400,hartford,,CT,1999,131843,22,12,0.5454545454545454,Hartford,2016,0,-17.0,0
CT0006400,hartford,,CT,1998,132681,25,18,0.72,Hartford,2016,0,-18.0,0
CT0006400,hartford,,CT,1997,124115,21,14,0.6666666666666666,Hartford,2016,0,-19.0,0
CT0006400,hartford,,CT,1996,124223,20,16,0.8,Hartford,2016,0,-20.0,0
CT0006400,hartford,,CT,1995,124196,34,31,0.9117647058823529,Hartford,2016,0,-21.0,0
CT0006400,hartford,,CT,1994,131833,57,32,0.5614035087719298,Hartford,2016,0,-22.0,0
CT0006400,hartford,,CT,1993,131914,30,13,0.43333333333333335,Hartford,2016,0,-23.0,0
CT0006400,hartford,,CT,1992,139477,13,5,0.38461538461538464,Hartford,2016,0,-24.0,0
CT0006400,hartford,,CT,1991,139903,25,25,1.0,Hartford,2016,0,-25.0,0
CT0006400,hartford,,CT,1990,139739,22,17,0.7727272727272727,Hartford,2016,0,-26.0,0
CT0006400,hartford,,CT,1989,131544,33,21,0.6363636363636364,Hartford,2016,0,-27.0,0
CT0006400,hartford,,CT,1988,141180,38,21,0.5526315789473685,Hartford,2016,0,-28.0,0
CT0006400,hartford,,CT,1987,138945,26,23,0.8846153846153846,Hartford,2016,0,-29.0,0
CT0006400,hartford,,CT,1986,137217,28,20,0.7142857142857143,Hartford,2016,0,-30.0,0
CT0006400,hartford,,CT,1985,136572,12,12,1.0,Hartford,2016,0,-31.0,0
CT0006400,hartford,,CT,1984,136932,23,23,1.0,Hartford,2016,0,-32.0,0
CT0006400,hartford,,CT,1983,138259,16,14,0.875,Hartford,2016,0,-33.0,0
CT0006400,hartford,,CT,1982,138865,35,28,0.8,Hartford,2016,0,-34.0,0
CT0006400,hartford,,CT,1981,137940,32,22,0.6875,Hartford,2016,0,-35.0,0
CT0006400,hartford,,CT,1980,136320,46,43,0.9347826086956522,Hartford,2016,0,-36.0,0
CT0006400,hartford,,CT,1979,130081,26,22,0.8461538461538461,Hartford,2016,0,-37.0,0
CT0006400,hartford,,CT,1978,134814,33,30,0.9090909090909091,Hartford,2016,0,-38.0,0
CT0006400,hartford,,CT,1977,147000,35,32,0.9142857142857143,Hartford,2016,0,-39.0,0
CT0006400,hartford,,CT,1976,151856,23,22,0.9565217391304348,Hartford,2016,0,-40.0,0
CT0006400,hartford,,CT,1975,152449,23,20,0.8695652173913043,Hartford,2016,0,-41.0,0
CT0006400,hartford,,CT,1974,156500,13,11,0.8461538461538461,Hartford,2016,0,-42.0,0
CT0006400,hartford,,CT,1973,153845,21,21,1.0,Hartford,2016,0,-43.0,0
CT0006400,hartford,,CT,1972,156167,15,16,1.0666666666666667,Hartford,2016,0,-44.0,0
CT0006400,hartford,,CT,1971,157600,23,18,0.782608695652174,Hartford,2016,0,-45.0,0
CT0006400,hartford,,CT,1970,158017,25,24,0.96,Hartford,2016,0,-46.0,0
CT0006400,hartford,,CT,1969,163500,15,15,1.0,Hartford,2016,0,-47.0,0
CT0006400,hartford,,CT,1968,162800,18,16,0.8888888888888888,Hartford,2016,0,-48.0,0
CT0006400,hartford,,CT,1967,161000,25,26,1.04,Hartford,2016,0,-49.0,0
CT0006400,hartford,,CT,1966,162200,6,5,0.8333333333333334,Hartford,2016,0,-50.0,0
CT0006400,hartford,,CT,1965,162000,10,8,0.8,Hartford,2016,0,-51.0,0
CT0006400,hartford,,CT,1964,163207,16,13,0.8125,Hartford,2016,0,-52.0,0
CT0006400,hartford,,CT,1963,159459,12,0,0.0,Hartford,2016,0,-53.0,0
CT0006400,hartford,,CT,1962,159625,13,0,0.0,Hartford,2016,0,-54.0,0
CT0006400,hartford,,CT,1961,162178,12,0,0.0,Hartford,2016,0,-55.0,0
CT0006400,hartford,,CT,1960,162178,21,0,0.0,Hartford,2016,0,-56.0,0
FL0130200,coral gables,,FL,2024,47900,0,0,,Miami,2016,1,8.0,0
FL0130200,coral gables,,FL,2023,48920,0,0,,Miami,2016,1,7.0,0
FL0130200,coral gables,,FL,2022,47525,2,1,0.5,Miami,2016,1,6.0,0
FL0130200,coral gables,,FL,2021,49356,2,0,0.0,Miami,2016,1,5.0,0
FL0130200,coral gables,,FL,2020,50017,0,0,,Miami,2016,1,4.0,0
FL0130200,coral gables,,FL,2019,51530,0,0,,Miami,2016,1,3.0,0
FL0130200,coral gables,,FL,2018,51716,0,0,,Miami,2016,1,2.0,0
FL0130200,coral gables,,FL,2017,51487,3,1,0.3333333333333333,Miami,2016,1,1.0,0
FL0130200,coral gables,,FL,2016,51980,0,1,,Miami,2016,1,0.0,0
FL0130200,coral gables,,FL,2015,52334,1,0,0.0,Miami,2016,0,-1.0,0
FL0130200,coral gables,,FL,2014,50316,0,0,,Miami,2016,0,-2.0,0
FL0130200,coral gables,,FL,2013,50250,0,0,,Miami,2016,0,-3.0,0
FL0130200,coral gables,,FL,2012,48435,3,3,1.0,Miami,2016,0,-4.0,0
FL0130200,coral gables,,FL,2011,47418,1,2,2.0,Miami,2016,0,-5.0,0
FL0130200,coral gables,,FL,2010,46780,2,2,1.0,Miami,2016,0,-6.0,0
FL0130200,coral gables,,FL,2009,42784,1,0,0.0,Miami,2016,0,-7.0,0
FL0130200,coral gables,,FL,2008,41502,0,0,,Miami,2016,0,-8.0,0
FL0130200,coral gables,,FL,2007,42794,1,1,1.0,Miami,2016,0,-9.0,0
FL0130200,coral gables,,FL,2006,43594,0,0,,Miami,2016,0,-10.0,0
FL0130200,coral gables,,FL,2005,43417,0,1,,Miami,2016,0,-11.0,0
FL0130200,coral gables,,FL,2004,43484,1,2,2.0,Miami,2016,0,-12.0,0
FL0130200,coral gables,,FL,2003,43411,3,1,0.3333333333333333,Miami,2016,0,-13.0,0
FL0130200,coral gables,,FL,2002,44180,1,3,3.0,Miami,2016,0,-14.0,0
FL0130200,coral gables,,FL,2001,43344,1,1,1.0,Miami,2016,0,-15.0,0
FL0130200,coral gables,,FL,2000,42249,0,0,,Miami,2016,0,-16.0,0
FL0130200,coral gables,,FL,1999,41393,0,0,,Miami,2016,0,-17.0,0
FL0130200,coral gables,,FL,1998,40771,1,1,1.0,Miami,2016,0,-18.0,0
FL0130200,coral gables,,FL,1997,43847,2,1,0.5,Miami,2016,0,-19.0,0
FL0130200,coral gables,,FL,1996,43087,0,0,,Miami,2016,0,-20.0,0
FL0130200,coral gables,,FL,1995,42387,1,0,0.0,Miami,2016,0,-21.0,0
FL0130200,coral gables,,FL,1994,42450,2,1,0.5,Miami,2016,0,-22.0,0
FL0130200,coral gables,,FL,1993,41617,1,1,1.0,Miami,2016,0,-23.0,0
FL0130200,coral gables,,FL,1992,41794,2,1,0.5,Miami,2016,0,-24.0,0
FL0130200,coral gables,,FL,1991,41141,3,2,0.6666666666666666,Miami,2016,0,-25.0,0
FL0130200,coral gables,,FL,1990,40091,2,1,0.5,Miami,2016,0,-26.0,0
FL0130200,coral gables,,FL,1989,42342,2,0,0.0,Miami,2016,0,-27.0,0
FL0130200,coral gables,,FL,1988,43616,0,0,,Miami,2016,0,-28.0,0
FL0130200,coral gables,,FL,1987,43098,3,1,0.3333333333333333,Miami,2016,0,-29.0,0
FL0130200,coral gables,,FL,1986,44174,1,1,1.0,Miami,2016,0,-30.0,0
FL0130200,coral gables,,FL,1985,46903,4,0,0.0,Miami,2016,0,-31.0,0
FL0130200,coral gables,,FL,1984,45292,3,1,0.3333333333333333,Miami,2016,0,-32.0,0
FL0130200,coral gables,,FL,1983,47375,5,4,0.8,Miami,2016,0,-33.0,0
FL0130200,coral gables,,FL,1982,46204,4,1,0.25,Miami,2016,0,-34.0,0
FL0130200,coral gables,,FL,1981,45095,9,2,0.2222222222222222,Miami,2016,0,-35.0,0
FL0130200,coral gables,,FL,1980,42438,3,2,0.6666666666666666,Miami,2016,0,-36.0,0
FL0130200,coral gables,,FL,1979,44067,5,2,0.4,Miami,2016,0,-37.0,0
FL0130200,coral gables,,FL,1978,41574,4,2,0.5,Miami,2016,0,-38.0,0
FL0130200,coral gables,,FL,1977,41803,3,1,0.3333333333333333,Miami,2016,0,-39.0,0
FL0130200,coral gables,,FL,1976,41638,6,2,0.3333333333333333,Miami,2016,0,-40.0,0
FL0130200,coral gables,,FL,1975,43244,1,1,1.0,Miami,2016,0,-41.0,0
FL0130200,coral gables,,FL,1974,43632,6,2,0.3333333333333333,Miami,2016,0,-42.0,0
FL0130200,coral gables,,FL,1973,45100,2,2,1.0,Miami,2016,0,-43.0,0
FL0130200,coral gables,,FL,1972,43800,2,1,0.5,Miami,2016,0,-44.0,0
FL0130200,coral gables,,FL,1971,43400,2,2,1.0,Miami,2016,0,-45.0,0
FL0130200,coral gables,,FL,1970,42494,2,1,0.5,Miami,2016,0,-46.0,0
FL0130200,coral gables,,FL,1969,43800,2,1,0.5,Miami,2016,0,-47.0,0
FL0130200,coral gables,,FL,1968,42600,1,1,1.0,Miami,2016,0,-48.0,0
FL0130200,coral gables,,FL,1967,40855,2,1,0.5,Miami,2016,0,-49.0,0
FL0130200,coral gables,,FL,1966,43000,2,2,1.0,Miami,2016,0,-50.0,0
FL0130200,coral gables,,FL,1965,42500,0,0,,Miami,2016,0,-51.0,0
FL0130200,coral gables,,FL,1964,40713,0,0,,Miami,2016,0,-52.0,0
FL0130200,coral gables,,FL,1963,40104,1,0,0.0,Miami,2016,0,-53.0,0
FL0130200,coral gables,,FL,1962,39725,2,0,0.0,Miami,2016,0,-54.0,0
FL0130200,coral gables,,FL,1961,34793,1,0,0.0,Miami,2016,0,-55.0,0
FL0130200,coral gables,,FL,1960,34793,2,0,0.0,Miami,2016,0,-56.0,0
LA0360000,orleans,,LA,2024,0,0,0,,New Orleans,2017,1,7.0,0
LA0360000,orleans,,LA,2023,0,0,0,,New Orleans,2017,1,6.0,0
LA0360000,orleans,,LA,2022,0,0,0,,New Orleans,2017,1,5.0,0
LA0360000,orleans,,LA,2021,0,0,0,,New Orleans,2017,1,4.0,0
LA0360000,orleans,,LA,2020,0,0,0,,New Orleans,2017,1,3.0,0
LA0360000,orleans,,LA,2019,0,0,0,,New Orleans,2017,1,2.0,0
LA0360000,orleans,,LA,2018,0,0,0,,New Orleans,2017,1,1.0,0
LA0360000,orleans,,LA,2017,0,0,0,,New Orleans,2017,1,0.0,0
LA0360000,orleans,,LA,2016,0,0,0,,New Orleans,2017,0,-1.0,0
LA0360000,orleans,,LA,2015,0,0,0,,New Orleans,2017,0,-2.0,0
LA0360000,orleans,,LA,2014,0,0,0,,New Orleans,2017,0,-3.0,0
LA0360000,orleans,,LA,2013,0,0,0,,New Orleans,2017,0,-4.0,0
LA0360000,orleans,,LA,2012,0,0,0,,New Orleans,2017,0,-5.0,0
LA0360000,orleans,,LA,2011,0,0,0,,New Orleans,2017,0,-6.0,0
LA0360000,orleans,,LA,2010,0,0,0,,New Orleans,2017,0,-7.0,0
LA0360000,orleans,,LA,2009,0,0,0,,New Orleans,2017,0,-8.0,0
LA0360000,orleans,,LA,2008,0,0,0,,New Orleans,2017,0,-9.0,0
LA0360000,orleans,,LA,2007,0,0,0,,New Orleans,2017,0,-10.0,0
LA0360000,orleans,,LA,2006,0,0,0,,New Orleans,2017,0,-11.0,0
LA0360000,orleans,,LA,2005,0,0,0,,New Orleans,2017,0,-12.0,0
LA0360000,orleans,,LA,2004,0,0,0,,New Orleans,2017,0,-13.0,0
LA0360000,orleans,,LA,2003,0,0,0,,New Orleans,2017,0,-14.0,0
LA0360000,orleans,,LA,2002,0,0,0,,New Orleans,2017,0,-15.0,0
LA0360000,orleans,,LA,2001,0,0,0,,New Orleans,2017,0,-16.0,0
LA0360000,orleans,,LA,2000,0,0,0,,New Orleans,2017,0,-17.0,0
LA0360000,orleans,,LA,1999,0,0,0,,New Orleans,2017,0,-18.0,0
LA0360000,orleans,,LA,1998,0,0,0,,New Orleans,2017,0,-19.0,0
LA0360000,orleans,,LA,1997,0,0,0,,New Orleans,2017,0,-20.0,0
LA0360000,orleans,,LA,1996,0,0,0,,New Orleans,2017,0,-21.0,0
LA0360000,orleans,,LA,1995,0,0,0,,New Orleans,2017,0,-22.0,0
LA0360000,orleans,,LA,1994,0,0,0,,New Orleans,2017,0,-23.0,0
LA0360000,orleans,,LA,1993,0,0,0,,New Orleans,2017,0,-24.0,0
LA0360000,orleans,,LA,1992,0,0,0,,New Orleans,2017,0,-25.0,0
LA0360000,orleans,,LA,1991,0,0,0,,New Orleans,2017,0,-26.0,0
LA0360000,orleans,,LA,1990,0,0,0,,New Orleans,2017,0,-27.0,0
LA0360000,orleans,,LA,1989,0,0,0,,New Orleans,2017,0,-28.0,0
LA0360000,orleans,,LA,1988,0,0,0,,New Orleans,2017,0,-29.0,0
LA0360000,orleans,,LA,1987,0,0,0,,New Orleans,2017,0,-30.0,0
LA0360000,orleans,,LA,1986,0,0,0,,New Orleans,2017,0,-31.0,0
LA0360000,orleans,,LA,1985,0,0,0,,New Orleans,2017,0,-32.0,0
LA0360000,orleans,,LA,1984,0,0,0,,New Orleans,2017,0,-33.0,0
LA0360000,orleans,,LA,1983,0,0,0,,New Orleans,2017,0,-34.0,0
LA0360000,orleans,,LA,1982,0,0,0,,New Orleans,2017,0,-35.0,0
LA0360000,orleans,,LA,1981,0,0,0,,New Orleans,2017,0,-36.0,0
LA0360000,orleans,,LA,1980,0,0,0,,New Orleans,2017,0,-37.0,0
LA0360000,orleans county,,LA,1979,0,0,0,,New Orleans,2017,0,-38.0,0
LA0360000,orleans county,,LA,1978,0,0,0,,New Orleans,2017,0,-39.0,0
LA0360000,orleans county,,LA,1977,0,0,0,,New Orleans,2017,0,-40.0,0
LA0360000,orleans county,,LA,1976,0,0,0,,New Orleans,2017,0,-41.0,0
LA0360000,orleans county,,LA,1975,0,0,0,,New Orleans,2017,0,-42.0,0
LA0360000,orleans county,,LA,1974,0,0,0,,New Orleans,2017,0,-43.0,0
LA0360000,orleans county,,LA,1973,0,0,0,,New Orleans,2017,0,-44.0,0
LA0360000,orleans county,,LA,1972,0,0,0,,New Orleans,2017,0,-45.0,0
LA0360000,orleans,,LA,1971,0,0,0,,New Orleans,2017,0,-46.0,0
LA0360000,orleans,,LA,1970,0,0,0,,New Orleans,2017,0,-47.0,0
LA0360000,orleans,,LA,1969,0,0,0,,New Orleans,2017,0,-48.0,0
LA0360000,orleans,,LA,1968,0,0,0,,New Orleans,2017,0,-49.0,0
LA0360000,orleans,,LA,1967,0,0,0,,New Orleans,2017,0,-50.0,0
LA0360000,orleans,,LA,1966,0,0,0,,New Orleans,2017,0,-51.0,0
LA0360000,orleans,,LA,1965,0,0,0,,New Orleans,2017,0,-52.0,0
LA0360000,orleans,,LA,1964,0,0,0,,New Orleans,2017,0,-53.0,0
LA0360000,orleans,,LA,1963,0,0,0,,New Orleans,2017,0,-54.0,0
LA0360000,orleans,,LA,1962,0,0,0,,New Orleans,2017,0,-55.0,0
LA0360000,orleans,,LA,1961,0,0,0,,New Orleans,2017,0,-56.0,0
LA0360000,orleans,,LA,1960,0,0,0,,New Orleans,2017,0,-57.0,0
MO0640000,marion,,MO,2024,7872,0,0,,St. Louis,2015,1,9.0,0
MO0640000,marion,,MO,2023,7740,0,0,,St. Louis,2015,1,8.0,0
MO0640000,marion,,MO,2022,7653,0,0,,St. Louis,2015,1,7.0,0
MO0640000,marion,,MO,2021,7454,0,0,,St. Louis,2015,1,6.0,0
MO0640000,marion,,MO,2020,7428,0,0,,St. Louis,2015,1,5.0,0
MO0640000,marion,,MO,2019,7271,0,0,,St. Louis,2015,1,4.0,0
MO0640000,marion,,MO,2018,7276,0,0,,St. Louis,2015,1,3.0,0
MO0640000,marion,,MO,2017,7331,0,0,,St. Louis,2015,1,2.0,0
MO0640000,marion,,MO,2016,7225,0,0,,St. Louis,2015,1,1.0,0
MO0640000,marion,,MO,2015,7275,0,0,,St. Louis,2015,1,0.0,0
MO0640000,marion,,MO,2014,7256,0,0,,St. Louis,2015,0,-1.0,0
MO0640000,marion,,MO,2013,7218,1,0,0.0,St. Louis,2015,0,-2.0,0
MO0640000,marion,,MO,2012,7073,1,1,1.0,St. Louis,2015,0,-3.0,0
MO0640000,marion,,MO,2011,7101,0,0,,St. Louis,2015,0,-4.0,0
MO0640000,marion,,MO,2010,7075,0,0,,St. Louis,2015,0,-5.0,0
MO0640000,marion,,MO,2009,7168,0,0,,St. Louis,2015,0,-6.0,0
MO0640000,marion,,MO,2008,7047,0,0,,St. Louis,2015,0,-7.0,0
MO0640000,marion,,MO,2007,7132,0,0,,St. Louis,2015,0,-8.0,0
MO0640000,marion,,MO,2006,7086,0,0,,St. Louis,2015,0,-9.0,0
MO0640000,marion,,MO,2005,7043,0,0,,St. Louis,2015,0,-10.0,0
MO0640000,marion,,MO,2004,7044,0,0,,St. Louis,2015,0,-11.0,0
MO0640000,marion,,MO,2003,6904,0,0,,St. Louis,2015,0,-12.0,0
MO0640000,marion,,MO,2002,6907,0,0,,St. Louis,2015,0,-13.0,0
MO0640000,marion,,MO,2001,10853,0,0,,St. Louis,2015,0,-14.0,0
MO0640000,marion,,MO,2000,10786,0,0,,St. Louis,2015,0,-15.0,0
MO0640000,marion,,MO,1999,10425,0,0,,St. Louis,2015,0,-16.0,0
MO0640000,marion,,MO,1998,10196,1,1,1.0,St. Louis,2015,0,-17.0,0
MO0640000,marion,,MO,1997,10195,0,0,,St. Louis,2015,0,-18.0,0
MO0640000,marion,,MO,1996,10114,0,0,,St. Louis,2015,0,-19.0,0
MO0640000,marion,,MO,1995,10048,0,0,,St. Louis,2015,0,-20.0,0
MO0640000,marion,,MO,1994,10080,0,0,,St. Louis,2015,0,-21.0,0
MO0640000,marion,,MO,1993,9996,0,0,,St. Louis,2015,0,-22.0,0
MO0640000,marion,,MO,1992,10040,2,1,0.5,St. Louis,2015,0,-23.0,0
MO0640000,marion,,MO,1991,9973,1,1,1.0,St. Louis,2015,0,-24.0,0
MO0640000,marion,,MO,1990,9894,2,2,1.0,St. Louis,2015,0,-25.0,0
MO0640000,marion,,MO,1989,9983,1,1,1.0,St. Louis,2015,0,-26.0,0
MO0640000,marion,,MO,1988,10060,0,0,,St. Louis,2015,0,-27.0,0
MO0640000,marion,,MO,1987,10133,1,1,1.0,St. Louis,2015,0,-28.0,0
MO0640000,marion,,MO,1986,10327,0,0,,St. Louis,2015,0,-29.0,0
MO0640000,marion,,MO,1985,10170,0,0,,St. Louis,2015,0,-30.0,0
MO0640000,marion,,MO,1984,10262,0,0,,St. Louis,2015,0,-31.0,0
MO0640000,marion,,MO,1983,10157,0,0,,St. Louis,2015,0,-32.0,0
MO0640000,marion,,MO,1982,10119,0,0,,St. Louis,2015,0,-33.0,0
MO0640000,marion,,MO,1981,10093,0,0,,St. Louis,2015,0,-34.0,0
MO0640000,marion,,MO,1980,10018,0,0,,St. Louis,2015,0,-35.0,0
MO0640000,marion,,MO,1979,9344,0,0,,St. Louis,2015,0,-36.0,0
MO0640000,marion,,MO,1978,11293,0,0,,St. Louis,2015,0,-37.0,0
MO0640000,marion,,MO,1977,8534,0,0,,St. Louis,2015,0,-38.0,0
MO0640000,marion,,MO,1976,10514,2,2,1.0,St. Louis,2015,0,-39.0,0
MO0640000,marion,,MO,1975,10076,1,1,1.0,St. Louis,2015,0,-40.0,0
MO0640000,marion,,MO,1974,8981,4,4,1.0,St. Louis,2015,0,-41.0,0
MO0640000,marion,,MO,1973,9220,4,0,0.0,St. Louis,2015,0,-42.0,0
