BH001	BH002	FIPS_STATE	BH003	BH004	BH005	BH006	BH007	BH008	BH009	BH010	BH011	BH012	BH013	BH014	BH015	BH016	BH017	BH018	BH019	BH020	BH021	BH022	BH023	BH024	BH025	BH026	BH027	BH028	BH029	BH030	BH031	BH032	BH033	BH034	BH035	BH036	BH037	BH038	BH039	BH040	BH041	BH042	BH043	BH044	BH045	BH046	BH047	BH048	BH049	BH050	BH051	BH052	BH053	BH054	BH055	BH056	BH057	BH058	BH059	BH060
BH	50	02	AK0010100	     .00	 	 	ANCHORAGE	AK	13	9	4	1	1	 	3030	020A	 	 	285026	0	39	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	20	 	 	 	 	 	1
BH	50	02	AK0010200	     .00	 	01-JAN-2021	FAIRBANKS	AK	40	9	4	1	1	 	3030	020A	1	 	31961	0	258	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	90	 	 	 	 	 	1
BH	50	02	AK0010300	     .00	 	01-OCT-2022	JUNEAU	AK	40	9	4	1	0	 	3030	020A	1	 	31400	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	110	 	 	 	 	 	1
BH	50	02	AK0010400	     .00	 	01-JAN-2021	KETCHIKAN	AK	60	9	4	1	0	 	3030	020A	1	 	8017	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	130	 	 	 	 	 	1
BH	50	02	AK0010500	     .00	 	01-JAN-2021	KODIAK	AK	60	9	4	1	0	 	3030	020A	1	 	5357	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	150	 	 	 	 	 	1
BH	50	02	AK0010600	     .00	 	01-JAN-2021	NOME	AK	60	9	4	1	0	 	3030	020A	1	 	3634	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	180	 	 	 	 	 	1
BH	50	02	AK0010700	     .00	 	01-JAN-2021	PETERSBURG	AK	60	9	4	1	0	 	3030	020A	1	 	3335	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	195	 	 	 	 	 	1
BH	50	02	AK0010800	     .00	 	01-JAN-2021	SEWARD	AK	60	9	4	1	0	 	3030	020A	1	 	2908	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	122	 	 	 	 	 	1
BH	50	02	AK0010900	     .00	 	01-JAN-2021	SITKA	AK	60	9	4	1	0	 	3030	020A	1	 	8353	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	220	 	 	 	 	 	1
BH	50	02	AK0011000	     .00	 	01-JAN-2021	SKAGWAY	AK	70	9	4	1	0	 	3030	020A	1	 	1008	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	230	 	 	 	 	 	1
BH	50	02	AK0011100	     .00	 	01-JAN-2021	WRANGELL	AK	70	9	4	1	0	 	3030	020A	1	 	2040	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	275	 	 	 	 	 	1
BH	50	02	AK0011200	     .00	 	01-JAN-2021	VALDEZ	AK	60	9	4	1	0	 	3030	020A	1	 	3840	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	261	 	 	 	 	 	1
BH	50	02	AK0011300	     .00	 	01-JAN-2021	BETHEL	AK	60	9	4	1	0	 	3030	020A	1	 	6247	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	50	 	 	 	 	 	1
BH	50	02	AK0011400	     .00	 	01-JAN-2021	CORDOVA	AK	70	9	4	1	0	 	3030	020A	1	 	2160	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	261	 	 	 	 	 	1
BH	50	02	AK0011600	     .00	 	01-JAN-2021	KOTZEBUE	AK	60	9	4	1	0	 	3030	020A	1	 	2927	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	188	 	 	 	 	 	1
BH	50	02	AK0011700	     .00	 	01-JAN-2021	PALMER	AK	60	9	4	1	0	 	3030	020A	1	 	6497	0	39	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	170	 	 	 	 	 	1
BH	50	02	AK0011800	     .00	 	01-JAN-2021	BARROW	AK	50	9	4	1	0	 	3030	020A	1	 	10698	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	185	 	 	 	 	 	1
BH	50	02	AK0011900	     .00	 	 	SELDOVIA	AK	70	9	4	1	0	 	3030	020A	 	 	247	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	122	 	 	 	 	 	1
BH	50	02	AK0012000	     .00	 	01-JAN-2021	SOLDOTNA	AK	60	9	4	1	0	 	3030	020A	1	 	4602	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	122	 	 	 	 	 	1
BH	50	02	AK0012100	     .00	 	01-JAN-2021	HAINES	AK	70	9	4	1	0	 	3030	020A	1	 	2039	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	100	 	 	 	 	 	1
BH	50	02	AK0012200	     .00	 	01-JAN-2021	HOMER	AK	60	9	4	1	0	 	3030	020A	1	 	6047	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	122	 	 	 	 	 	1
BH	50	02	AK0012300	     .00	 	01-JAN-2021	KENAI	AK	60	9	4	1	0	 	3030	020A	1	 	7765	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	122	 	 	 	 	 	1
BH	50	02	AK0012400	     .00	 	 	ANCHORAGE	AK	70	9	4	1	0	AK0010100	3030	020A	 	01-DEC-2023	0	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	20	 	 	 	 	 	1
BH	50	02	AK0012500	     .00	 	01-JAN-2021	METLAKATLA	AK	70	9	4	7	0	 	3030	020A	1	 	0	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	50	02	AK0012600	     .00	 	01-JAN-2021	FAIRBANKS	AK	70	9	4	5	0	 	3030	020A	1	 	0	0	258	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	50	02	AK0012700	     .00	 	01-JAN-2021	ANCHORAGE	AK	70	9	4	5	0	 	3030	020A	1	 	0	0	39	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	50	02	AK0012800	     .00	 	 	WHITTIER	AK	70	9	4	1	0	 	3030	020A	 	 	203	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	261	 	 	 	 	 	1
BH	50	02	AK0013000	     .00	 	01-JAN-2021	DILLINGHAM	AK	70	9	4	1	0	 	3030	020A	1	 	2159	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	70	 	 	 	 	 	1
BH	50	02	AK0013100	     .00	 	 	HOONAH	AK	70	9	4	1	0	 	3030	020A	 	 	951	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	105	 	 	 	 	 	1
BH	50	02	AK0013200	     .00	 	01-JAN-2021	NORTH POLE	AK	70	9	4	1	0	 	3030	020A	1	 	2439	0	258	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	90	 	 	 	 	 	1
BH	50	02	AK0013300	     .00	 	01-JAN-2021	UNALASKA	AK	60	9	4	1	0	 	3030	020A	1	 	4151	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	16	 	 	 	 	 	1
BH	50	02	AK0013500	     .00	 	 	KLAWOCK	AK	70	9	4	1	0	 	3030	020A	 	 	700	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	198	 	 	 	 	 	1
BH	50	02	AK0014200	     .00	 	01-JAN-2021	FAIRBANKS	AK	70	9	4	3	0	 	3030	020A	1	 	0	0	258	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	50	02	AK0014300	     .00	 	01-JAN-2021	ANCHORAGE	AK	70	9	4	3	0	 	3030	020A	1	 	0	0	39	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	50	02	AK0014500	     .00	 	01-JAN-2021	CRAIG	AK	70	9	4	1	0	 	3030	020A	1	 	1016	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	198	 	 	 	 	 	1
BH	50	02	AK0014600	     .00	 	01-JAN-2021	KING SALMON	AK	70	9	4	1	0	 	3030	020A	1	 	883	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	60	 	 	 	 	 	1
BH	50	02	AK0014700	     .00	 	 	KAKE	AK	70	9	4	1	0	AKAST0100	3030	020A	 	01-DEC-2023	529	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	198	 	 	 	 	 	1
BH	50	02	AK0014900	     .00	 	 	NENANA	AK	70	9	4	1	0	AKAST0100	3030	020A	 	01-DEC-2023	342	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	290	 	 	 	 	 	1
BH	50	02	AK0015000	     .00	 	 	SAINT PAUL ISLAND	AK	70	9	4	1	0	 	3030	020A	 	 	381	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	16	 	 	 	 	 	1
BH	50	02	AK0015200	     .00	 	 	SAND POINT	AK	70	9	4	1	0	 	3030	020A	 	 	568	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	13	 	 	 	 	 	1
BH	50	02	AK0015400	     .00	 	 	TOGIAK	AK	70	9	4	1	0	AKAST0100	3030	020A	 	01-DEC-2023	790	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	70	 	 	 	 	 	1
BH	50	02	AK0015600	     .00	 	01-JAN-2021	WASILLA	AK	50	9	4	1	0	 	3030	020A	1	 	10024	0	39	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	170	 	 	 	 	 	1
BH	50	02	AK0016300	     .00	 	 	ANVIK	AK	70	9	4	1	0	AKAST0100	3030	020A	 	01-DEC-2023	72	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	50	02	AK0016400	     .00	 	 	EMMONAK	AK	70	9	4	1	0	AKAST0100	3030	020A	 	01-DEC-2023	814	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	158	 	 	 	 	 	1
BH	50	02	AK0016600	     .00	 	 	HOUSTON	AK	70	9	4	1	0	AKAST0100	3030	020A	 	01-DEC-2023	2184	0	39	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	170	 	 	 	 	 	1
BH	50	02	AK020045Y	     .00	 	 	ANCHORAGE	AK	70	9	4	6	0	AKAST0100	3030	020A	 	01-DEC-2023	0	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	50	02	AKAST0100	     .00	 	01-JAN-2021	Anchorage	AK	81	9	4	4	0	 	3030	020A	1	 	273823	0	0	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1
BH	1	01	AL0010000	     .00	 	01-JAN-2021	BIRMINGHAM	AL	91	6	3	2	0	 	3070	010N	1	 	146904	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0010100	     .00	 	01-JAN-2006	BESSEMER	AL	50	6	3	1	0	 	3070	010N	1	 	24915	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0010200	     .00	 	01-FEB-2021	BIRMINGHAM	AL	20	6	3	1	1	 	3070	010N	1	 	193312	37	98	0	1912	59	98	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	117	 	 	 	 	1
BH	1	01	AL0010300	     .00	 	01-JAN-2021	BIRMINGHAM	AL	50	6	3	1	0	 	3070	010N	1	 	21685	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0010400	     .00	 	 	FAIRFIELD	AL	60	6	3	1	0	 	3070	010N	 	 	9548	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0010500	     .00	 	01-JAN-2021	GARDENDALE	AL	50	6	3	1	0	 	3070	010N	1	 	16361	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0010600	     .00	 	01-JAN-2006	LEEDS	AL	50	6	3	1	0	 	3070	010N	1	 	10119	37	98	0	2126	58	98	0	110	59	98	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	115	117	 	 	 	1
BH	1	01	AL0010700	     .00	 	01-JAN-2020	MIDFIELD	AL	60	6	3	1	0	 	3070	010N	1	 	4945	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0010800	     .00	 	01-FEB-2021	BIRMINGHAM	AL	60	6	3	1	0	 	3070	010N	1	 	5815	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1	5	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0010900	     .00	 	01-JAN-2021	BIRMINGHAM	AL	40	6	3	1	0	 	3070	010N	1	 	37849	37	98	0	40	59	98	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	117	 	 	 	 	1
BH	1	01	AL0011000	     .00	 	01-JAN-2012	BIRMINGHAM	AL	40	6	3	1	0	 	3070	010N	1	 	28107	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0011100	     .00	 	01-JAN-2006	FULTONDALE	AL	60	6	3	1	0	 	3070	010N	1	 	9582	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0011200	     .00	 	01-JAN-2006	HOOVER	AL	30	6	3	1	0	 	3070	010N	1	 	65002	37	98	0	27294	59	98	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	117	 	 	 	 	1
BH	1	01	AL0011300	     .00	 	01-MAY-2009	IRONDALE	AL	50	6	3	1	0	 	3070	010N	1	 	13303	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0011400	     .00	 	01-JAN-2011	PLEASANT GROVE	AL	60	6	3	1	0	 	3070	010N	1	 	9401	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0011500	     .00	 	 	ROOSEVELT CITY	AL	70	6	3	1	0	AL0010000	3070	010N	 	01-DEC-2023	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0011600	     .00	 	01-JAN-2021	GRAYSVILLE	AL	70	6	3	1	0	 	3070	010N	1	 	1858	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0011800	     .00	 	01-JAN-2021	BESSEMER	AL	70	6	3	1	0	 	3070	010N	1	 	2233	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0011900	     .00	 	01-FEB-2012	BESSEMER	AL	50	6	3	1	0	 	3070	010N	1	 	16164	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012000	     .00	 	01-JAN-2020	BESSEMER	AL	70	6	3	1	0	 	3070	010N	1	 	2001	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	6	7	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012100	     .00	 	01-MAY-2013	TRUSSVILLE	AL	40	6	3	1	0	 	3070	010N	1	 	24591	37	98	0	2093	58	98	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	115	 	 	 	 	1
BH	1	01	AL0012200	     .00	 	01-JAN-2020	ADAMSVILLE	AL	60	6	3	1	0	 	3070	010N	1	 	4158	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012300	     .00	 	01-JAN-2021	WARRIOR	AL	60	6	3	1	0	 	3070	010N	1	 	3181	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012400	     .00	 	01-APR-2010	BIRMINGHAM	AL	70	6	3	3	0	 	3070	010N	1	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012500	     .00	 	01-DEC-2020	TRAFFORD	AL	70	6	3	1	0	 	3070	010N	1	 	590	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	6	10	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012600	     .00	 	01-JAN-2021	MORRIS	AL	70	6	3	1	0	 	3070	010N	1	 	2261	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012700	     .00	 	01-JAN-2021	BROOKSIDE	AL	70	6	3	1	0	 	3070	010N	1	 	1199	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012800	     .00	 	 	BIRMINGHAM	AL	70	6	3	1	0	AL0010000	3070	010N	 	01-DEC-2023	51	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0012900	     .00	 	01-JAN-2021	KIMBERLY	AL	60	6	3	1	0	 	3070	010N	1	 	4264	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0013000	     .00	 	 	BIRMINGHAM	AL	70	6	3	1	0	AL0010000	3070	010N	 	01-DEC-2023	214	5	98	0	92	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	9	73	 	 	 	 	1
BH	1	01	AL0013200	     .00	 	 	MCCALLA	AL	70	6	3	6	0	 	3070	010N	 	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0013400	     .00	 	01-JAN-2020	BIRMINGHAM	AL	70	6	3	3	0	 	3070	010N	1	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	6	11	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL001359E	     .00	 	 	BIRMINGHAM	AL	70	6	3	5	0	 	3070	010N	 	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0014000	     .00	 	01-JAN-2020	 	AL	70	6	3	3	0	 	3070	010N	1	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	6	8	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL001419E	     .00	 	01-APR-2021	BIRMINGHAM	AL	70	6	3	3	0	 	3070	010N	1	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0014500	     .00	 	 	TRUSSVILLE	AL	70	6	3	5	0	 	3070	010N	 	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	 	0	2023	 	 	 	 	 	 	 	 	 	 	 	 	73	 	 	 	 	 	1
BH	1	01	AL0020000	     .00	 	01-JAN-2021	MOBILE	AL	91	6	3	2	0	 	3490	015S	1	 	108215	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020100	     .00	 	01-JAN-2021	MOBILE	AL	20	6	3	1	1	 	3490	015S	1	 	237469	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020200	     .00	 	01-JAN-2020	PRICHARD	AL	50	6	3	1	0	 	3490	015S	1	 	18682	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020300	     .00	 	01-JAN-2020	MOBILE	AL	60	6	3	1	0	 	3490	015S	1	 	6241	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020400	     .00	 	01-JAN-2021	CITRONELLE	AL	60	6	3	1	0	 	3490	015S	1	 	3887	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020500	     .00	 	01-JAN-2021	SARALAND	AL	50	6	3	1	0	 	3490	015S	1	 	16454	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020600	     .00	 	01-JAN-2020	BAYOU LA BATRE	AL	70	6	3	1	0	 	3490	015S	1	 	2147	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020700	     .00	 	01-JAN-2020	SATSUMA	AL	60	6	3	1	0	 	3490	015S	1	 	6829	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0020800	     .00	 	01-SEP-2020	MOUNT VERNON	AL	70	6	3	1	0	 	3490	015S	1	 	1387	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0021200	     .00	 	01-JAN-2021	CREOLA	AL	70	6	3	1	0	 	3490	015S	1	 	1949	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	12	12	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
BH	1	01	AL0021300	     .00	 	01-FEB-2021	Mobile	AL	70	6	3	5	0	 	3490	015S	1	 	0	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1	3	2023	 	 	 	 	 	 	 	 	 	 	 	 	97	 	 	 	 	 	1
